pfam_acc	evalue
zzz	PF09660.11	1
zzz	PF09661.11	1
zzz	PF09664.11	1
zzz	PF03086.15	1
zzz	PF09674.11	1
zzz	PF10287.10	1
zzz	PF10290.10	1
zzz	PF10293.10	1
zzz	PF10295.10	1
zzz	PF10302.10	1
zzz	PF13373.7	1
zzz	PF10303.10	1
zzz	PF03087.15	1
zzz	PF10313.10	1
zzz	PF10329.10	1
zzz	PF10332.10	1
zzz	PF10336.10	1
zzz	PF10338.10	1
zzz	PF10348.10	1
zzz	PF10350.10	1
zzz	PF03103.18	1
zzz	PF10353.10	1
zzz	PF10354.10	1
zzz	PF10360.10	1
zzz	PF10361.10	1
zzz	PF10365.10	1
zzz	PF10370.10	1
zzz	PF10382.10	1
zzz	PF03112.15	1
zzz	PF10386.10	1
zzz	PF10387.10	1
zzz	PF10398.10	1
zzz	PF10476.10	1
zzz	PF10474.10	1
zzz	PF10504.10	1
zzz	PF10445.10	1
zzz	PF10446.10	1
zzz	PF10454.10	1
zzz	PF09601.11	1
zzz	PF09343.11	1
zzz	PF09365.11	1
zzz	PF09495.11	1
zzz	PF09591.11	1
zzz	PF10240.10	1
zzz	PF10239.10	1
zzz	PF10611.10	1
zzz	PF03140.16	1
zzz	PF10615.10	1
zzz	PF10616.10	1
zzz	PF10617.10	1
zzz	PF10629.10	1
zzz	PF10630.10	1
zzz	PF10631.10	1
zzz	PF10649.10	1
zzz	PF10652.10	1
zzz	PF10654.10	1
zzz	PF10655.10	1
zzz	PF10656.10	1
zzz	PF10658.10	1
zzz	PF10667.10	1
zzz	PF10673.10	1
zzz	PF10675.10	1
zzz	PF03158.14	1
zzz	PF10677.10	1
zzz	PF10679.10	1
zzz	PF10678.10	1
zzz	PF10689.10	1
zzz	PF10691.10	1
zzz	PF10692.10	1
zzz	PF10693.10	1
zzz	PF10694.10	1
zzz	PF10696.10	1
zzz	PF10697.10	1
zzz	PF10698.10	1
zzz	PF10702.10	1
zzz	PF10704.10	1
zzz	PF10713.10	1
zzz	PF10708.10	1
zzz	PF10709.10	1
zzz	PF10710.10	1
zzz	PF10711.10	1
zzz	PF10721.10	1
zzz	PF10720.10	1
zzz	PF10724.10	1
zzz	PF10725.10	1
zzz	PF10726.10	1
zzz	PF10728.10	1
zzz	PF10730.10	1
zzz	PF10734.10	1
zzz	PF10732.10	1
zzz	PF10733.10	1
zzz	PF10735.10	1
zzz	PF10736.10	1
zzz	PF10800.9	1
zzz	PF10740.10	1
zzz	PF10745.10	1
zzz	PF10811.9	1
zzz	PF10752.10	1
zzz	PF10749.10	1
zzz	PF10751.10	1
zzz	PF10750.10	1
zzz	PF10801.9	1
zzz	PF10804.9	1
zzz	PF10802.9	1
zzz	PF10807.9	1
zzz	PF10808.9	1
zzz	PF10820.9	1
zzz	PF11245.9	1
zzz	PF10810.9	1
zzz	PF10818.9	1
zzz	PF10739.10	1
zzz	PF10826.9	1
zzz	PF10827.9	1
zzz	PF10830.9	1
zzz	PF10829.9	1
zzz	PF10742.10	1
zzz	PF10831.9	1
zzz	PF10832.9	1
zzz	PF10834.9	1
zzz	PF10812.9	1
zzz	PF10817.9	1
zzz	PF10819.9	1
zzz	PF10821.9	1
zzz	PF10823.9	1
zzz	PF10754.10	1
zzz	PF03192.14	1
zzz	PF10828.9	1
zzz	PF10833.9	1
zzz	PF10835.9	1
zzz	PF10836.9	1
zzz	PF10837.9	1
zzz	PF10845.9	1
zzz	PF10844.9	1
zzz	PF10771.10	1
zzz	PF10762.10	1
zzz	PF10763.10	1
zzz	PF10755.10	1
zzz	PF10758.10	1
zzz	PF10759.10	1
zzz	PF11655.9	1
zzz	PF10761.10	1
zzz	PF10765.10	1
zzz	PF10767.10	1
zzz	PF10769.10	1
zzz	PF10772.10	1
zzz	PF10783.10	1
zzz	PF10776.10	1
zzz	PF10788.10	1
zzz	PF10790.10	1
zzz	PF10792.10	1
zzz	PF10794.10	1
zzz	PF10795.10	1
zzz	PF11019.9	1
zzz	PF03196.14	1
zzz	PF11020.9	1
zzz	PF11041.9	1
zzz	PF11021.9	1
zzz	PF11023.9	1
zzz	PF11027.9	1
zzz	PF11077.9	1
zzz	PF10936.9	1
zzz	PF10940.9	1
zzz	PF10942.9	1
zzz	PF03235.15	1
zzz	PF10941.9	1
zzz	PF11084.9	1
zzz	PF11115.9	1
zzz	PF11116.9	1
zzz	PF10946.9	1
zzz	PF11117.9	1
zzz	PF11118.9	1
zzz	PF10947.9	1
zzz	PF10944.9	1
zzz	PF10939.9	1
zzz	PF10943.9	1
zzz	PF11119.9	1
zzz	PF10934.9	1
zzz	PF10948.9	1
zzz	PF10935.9	1
zzz	PF11121.9	1
zzz	PF10842.9	1
zzz	PF10841.9	1
zzz	PF10840.9	1
zzz	PF10839.9	1
zzz	PF10854.9	1
zzz	PF10853.9	1
zzz	PF10852.9	1
zzz	PF10851.9	1
zzz	PF10850.9	1
zzz	PF10849.9	1
zzz	PF10847.9	1
zzz	PF10858.9	1
zzz	PF10859.9	1
zzz	PF10860.9	1
zzz	PF10864.9	1
zzz	PF10867.9	1
zzz	PF10869.9	1
zzz	PF03268.15	1
zzz	PF10875.9	1
zzz	PF10877.9	1
zzz	PF10878.9	1
zzz	PF10880.9	1
zzz	PF10879.9	1
zzz	PF11247.9	1
zzz	PF10838.9	1
zzz	PF10856.9	1
zzz	PF03269.15	1
zzz	PF10925.9	1
zzz	PF10883.9	1
zzz	PF10909.9	1
zzz	PF10884.9	1
zzz	PF10886.9	1
zzz	PF10887.9	1
zzz	PF10892.9	1
zzz	PF10894.9	1
zzz	PF03270.14	1
zzz	PF10901.9	1
zzz	PF10903.9	1
zzz	PF10904.9	1
zzz	PF10905.9	1
zzz	PF10912.9	1
zzz	PF10857.9	1
zzz	PF10865.9	1
zzz	PF10866.9	1
zzz	PF10920.9	1
zzz	PF10913.9	1
zzz	PF10915.9	1
zzz	PF10921.9	1
zzz	PF10924.9	1
zzz	PF10916.9	1
zzz	PF10897.9	1
zzz	PF10896.9	1
zzz	PF10895.9	1
zzz	PF10898.9	1
zzz	PF10911.9	1
zzz	PF10918.9	1
zzz	PF10891.9	1
zzz	PF03312.16	1
zzz	PF11026.9	1
zzz	PF10846.9	1
zzz	PF11028.9	1
zzz	PF10893.9	1
zzz	PF10881.9	1
zzz	PF10870.9	1
zzz	PF03314.15	1
zzz	PF10805.9	1
zzz	PF10809.9	1
zzz	PF10813.9	1
zzz	PF10931.9	1
zzz	PF10930.9	1
zzz	PF10927.9	1
zzz	PF10872.9	1
zzz	PF10888.9	1
zzz	PF10910.9	1
zzz	PF10922.9	1
zzz	PF10874.9	1
zzz	PF10871.9	1
zzz	PF10907.9	1
zzz	PF11042.9	1
zzz	PF10825.9	1
zzz	PF10952.9	1
zzz	PF10953.9	1
zzz	PF10954.9	1
zzz	PF10956.9	1
zzz	PF10955.9	1
zzz	PF10958.9	1
zzz	PF03434.14	1
zzz	PF10816.9	1
zzz	PF10959.9	1
zzz	PF10962.9	1
zzz	PF10964.9	1
zzz	PF10965.9	1
zzz	PF10966.9	1
zzz	PF10967.9	1
zzz	PF10968.9	1
zzz	PF10969.9	1
zzz	PF10971.9	1
zzz	PF11242.9	1
zzz	PF10951.9	1
zzz	PF10949.9	1
zzz	PF10908.9	1
zzz	PF11074.9	1
zzz	PF11075.9	1
zzz	PF11191.9	1
zzz	PF10932.9	1
zzz	PF10861.9	1
zzz	PF10978.9	1
zzz	PF10979.9	1
zzz	PF10980.9	1
zzz	PF10981.9	1
zzz	PF10982.9	1
zzz	PF10976.9	1
zzz	PF10923.9	1
zzz	PF10983.9	1
zzz	PF10984.9	1
zzz	PF11387.9	1
zzz	PF10986.9	1
zzz	PF10977.9	1
zzz	PF11391.9	1
zzz	PF10973.9	1
zzz	PF10926.9	1
zzz	PF10975.9	1
zzz	PF10974.9	1
zzz	PF10985.9	1
zzz	PF10987.9	1
zzz	PF10988.9	1
zzz	PF10989.9	1
zzz	PF10990.9	1
zzz	PF03436.14	1
zzz	PF10928.9	1
zzz	PF10929.9	1
zzz	PF11193.9	1
zzz	PF11398.9	1
zzz	PF10991.9	1
zzz	PF10994.9	1
zzz	PF10993.9	1
zzz	PF03380.15	1
zzz	PF11039.9	1
zzz	PF11442.9	1
zzz	PF10933.9	1
zzz	PF11443.9	1
zzz	PF11195.9	1
zzz	PF11125.9	1
zzz	PF11090.9	1
zzz	PF11196.9	1
zzz	PF11197.9	1
zzz	PF10998.9	1
zzz	PF10999.9	1
zzz	PF11000.9	1
zzz	PF11001.9	1
zzz	PF11003.9	1
zzz	PF11005.9	1
zzz	PF11006.9	1
zzz	PF11008.9	1
zzz	PF11009.9	1
zzz	PF11010.9	1
zzz	PF11011.9	1
zzz	PF03382.15	1
zzz	PF11012.9	1
zzz	PF11013.9	1
zzz	PF11014.9	1
zzz	PF11015.9	1
zzz	PF11016.9	1
zzz	PF11017.9	1
zzz	PF11043.9	1
zzz	PF11198.9	1
zzz	PF11072.9	1
zzz	PF11059.9	1
zzz	PF11060.9	1
zzz	PF11061.9	1
zzz	PF11062.9	1
zzz	PF11064.9	1
zzz	PF11065.9	1
zzz	PF11066.9	1
zzz	PF11067.9	1
zzz	PF03384.15	1
zzz	PF11070.9	1
zzz	PF11394.9	1
zzz	PF11392.9	1
zzz	PF11086.9	1
zzz	PF11082.9	1
zzz	PF11097.9	1
zzz	PF11101.9	1
zzz	PF11103.9	1
zzz	PF11135.9	1
zzz	PF11136.9	1
zzz	PF11081.9	1
zzz	PF11199.9	1
zzz	PF11127.9	1
zzz	PF11445.9	1
zzz	PF11444.9	1
zzz	PF11446.9	1
zzz	PF01724.17	1
zzz	PF11146.9	1
zzz	PF11137.9	1
zzz	PF11138.9	1
zzz	PF11140.9	1
zzz	PF11141.9	1
zzz	PF11142.9	1
zzz	PF11143.9	1
zzz	PF11144.9	1
zzz	PF11145.9	1
zzz	PF11148.9	1
zzz	PF11149.9	1
zzz	PF11150.9	1
zzz	PF11151.9	1
zzz	PF11153.9	1
zzz	PF11666.9	1
zzz	PF11154.9	1
zzz	PF11155.9	1
zzz	PF11157.9	1
zzz	PF11158.9	1
zzz	PF11159.9	1
zzz	PF03445.14	1
zzz	PF11161.9	1
zzz	PF11162.9	1
zzz	PF11163.9	1
zzz	PF11164.9	1
zzz	PF11165.9	1
zzz	PF10335.10	1
zzz	PF03478.19	1
zzz	PF11453.9	1
zzz	PF11166.9	1
zzz	PF11167.9	1
zzz	PF11168.9	1
zzz	PF11169.9	1
zzz	PF11170.9	1
zzz	PF11171.9	1
zzz	PF11172.9	1
zzz	PF11173.9	1
zzz	PF11175.9	1
zzz	PF11178.9	1
zzz	PF11177.9	1
zzz	PF11179.9	1
zzz	PF11180.9	1
zzz	PF11184.9	1
zzz	PF11174.9	1
zzz	PF11185.9	1
zzz	PF11186.9	1
zzz	PF11189.9	1
zzz	PF11187.9	1
zzz	PF11188.9	1
zzz	PF11190.9	1
zzz	PF11192.9	1
zzz	PF11200.9	1
zzz	PF11201.9	1
zzz	PF11204.9	1
zzz	PF11661.9	1
zzz	PF11205.9	1
zzz	PF11207.9	1
zzz	PF11693.9	1
zzz	PF11208.9	1
zzz	PF11210.9	1
zzz	PF11211.9	1
zzz	PF11212.9	1
zzz	PF11452.9	1
zzz	PF11448.9	1
zzz	PF11213.9	1
zzz	PF11460.9	1
zzz	PF11450.9	1
zzz	PF11215.9	1
zzz	PF11218.9	1
zzz	PF11216.9	1
zzz	PF11217.9	1
zzz	PF11219.9	1
zzz	PF11220.9	1
zzz	PF11454.9	1
zzz	PF11222.9	1
zzz	PF11455.9	1
zzz	PF11456.9	1
zzz	PF03625.15	1
zzz	PF11223.9	1
zzz	PF11457.9	1
zzz	PF11226.9	1
zzz	PF11224.9	1
zzz	PF11225.9	1
zzz	PF11227.9	1
zzz	PF11228.9	1
zzz	PF11230.9	1
zzz	PF11231.9	1
zzz	PF11233.9	1
zzz	PF11236.9	1
zzz	PF11237.9	1
zzz	PF11238.9	1
zzz	PF11239.9	1
zzz	PF11240.9	1
zzz	PF11241.9	1
zzz	PF11243.9	1
zzz	PF11248.9	1
zzz	PF11249.9	1
zzz	PF11258.9	1
zzz	PF17479.3	1
zzz	PF03713.14	1
zzz	PF11251.9	1
zzz	PF11252.9	1
zzz	PF11253.9	1
zzz	PF11254.9	1
zzz	PF11255.9	1
zzz	PF11256.9	1
zzz	PF11259.9	1
zzz	PF11267.9	1
zzz	PF11269.9	1
zzz	PF11270.9	1
zzz	PF11268.9	1
zzz	PF11272.9	1
zzz	PF11273.9	1
zzz	PF11274.9	1
zzz	PF11275.9	1
zzz	PF11276.9	1
zzz	PF11278.9	1
zzz	PF03729.14	1
zzz	PF11279.9	1
zzz	PF11280.9	1
zzz	PF11282.9	1
zzz	PF11281.9	1
zzz	PF11283.9	1
zzz	PF11284.9	1
zzz	PF11285.9	1
zzz	PF11286.9	1
zzz	PF11287.9	1
zzz	PF11288.9	1
zzz	PF03745.15	1
zzz	PF11290.9	1
zzz	PF11291.9	1
zzz	PF11292.9	1
zzz	PF11293.9	1
zzz	PF11294.9	1
zzz	PF11295.9	1
zzz	PF11296.9	1
zzz	PF11297.9	1
zzz	PF11298.9	1
zzz	PF01732.17	1
zzz	PF11299.9	1
zzz	PF11300.9	1
zzz	PF11301.9	1
zzz	PF11302.9	1
zzz	PF11303.9	1
zzz	PF11304.9	1
zzz	PF11305.9	1
zzz	PF11306.9	1
zzz	PF11307.9	1
zzz	PF11360.9	1
zzz	PF11309.9	1
zzz	PF11310.9	1
zzz	PF11311.9	1
zzz	PF11313.9	1
zzz	PF11314.9	1
zzz	PF11317.9	1
zzz	PF11318.9	1
zzz	PF11320.9	1
zzz	PF11321.9	1
zzz	PF11322.9	1
zzz	PF11324.9	1
zzz	PF11325.9	1
zzz	PF11326.9	1
zzz	PF03754.14	1
zzz	PF11328.9	1
zzz	PF11329.9	1
zzz	PF11332.9	1
zzz	PF11333.9	1
zzz	PF11334.9	1
zzz	PF11335.9	1
zzz	PF11336.9	1
zzz	PF11337.9	1
zzz	PF11338.9	1
zzz	PF11339.9	1
zzz	PF11340.9	1
zzz	PF11341.9	1
zzz	PF11342.9	1
zzz	PF11343.9	1
zzz	PF11344.9	1
zzz	PF11345.9	1
zzz	PF11347.9	1
zzz	PF11346.9	1
zzz	PF11348.9	1
zzz	PF11349.9	1
zzz	PF11350.9	1
zzz	PF11353.9	1
zzz	PF11352.9	1
zzz	PF11354.9	1
zzz	PF11355.9	1
zzz	PF11358.9	1
zzz	PF11361.9	1
zzz	PF03761.16	1
zzz	PF11369.9	1
zzz	PF11362.9	1
zzz	PF11363.9	1
zzz	PF11364.9	1
zzz	PF11367.9	1
zzz	PF11368.9	1
zzz	PF11371.9	1
zzz	PF11372.9	1
zzz	PF11373.9	1
zzz	PF11374.9	1
zzz	PF11375.9	1
zzz	PF11376.9	1
zzz	PF11377.9	1
zzz	PF11378.9	1
zzz	PF11379.9	1
zzz	PF11381.9	1
zzz	PF11383.9	1
zzz	PF11384.9	1
zzz	PF11385.9	1
zzz	PF11399.9	1
zzz	PF11419.9	1
zzz	PF11424.9	1
zzz	PF11428.9	1
zzz	PF11432.9	1
zzz	PF11433.9	1
zzz	PF11436.9	1
zzz	PF11447.9	1
zzz	PF11462.9	1
zzz	PF11472.9	1
zzz	PF11482.9	1
zzz	PF11483.9	1
zzz	PF03778.14	1
zzz	PF11485.9	1
zzz	PF11486.9	1
zzz	PF11491.9	1
zzz	PF11503.9	1
zzz	PF11505.9	1
zzz	PF11506.9	1
zzz	PF11508.9	1
zzz	PF11514.9	1
zzz	PF11516.9	1
zzz	PF11518.9	1
zzz	PF11519.9	1
zzz	PF11523.9	1
zzz	PF11528.9	1
zzz	PF11533.9	1
zzz	PF11536.9	1
zzz	PF11539.9	1
zzz	PF11553.9	1
zzz	PF11554.9	1
zzz	PF11572.9	1
zzz	PF11574.9	1
zzz	PF11576.9	1
zzz	PF11578.9	1
zzz	PF11579.9	1
zzz	PF11580.9	1
zzz	PF11582.9	1
zzz	PF11586.9	1
zzz	PF11588.9	1
zzz	PF11589.9	1
zzz	PF11595.9	1
zzz	PF11596.9	1
zzz	PF11607.9	1
zzz	PF11609.9	1
zzz	PF03804.14	1
zzz	PF11622.9	1
zzz	PF11625.9	1
zzz	PF11630.9	1
zzz	PF11631.9	1
zzz	PF11644.9	1
zzz	PF11646.9	1
zzz	PF03860.17	1
zzz	PF11659.9	1
zzz	PF11660.9	1
zzz	PF11662.9	1
zzz	PF11665.9	1
zzz	PF11667.9	1
zzz	PF11672.9	1
zzz	PF11673.9	1
zzz	PF03885.14	1
zzz	PF11674.9	1
zzz	PF11675.9	1
zzz	PF11676.9	1
zzz	PF11677.9	1
zzz	PF11678.9	1
zzz	PF11679.9	1
zzz	PF11680.9	1
zzz	PF11681.9	1
zzz	PF11683.9	1
zzz	PF11684.9	1
zzz	PF11685.9	1
zzz	PF11686.9	1
zzz	PF11687.9	1
zzz	PF11688.9	1
zzz	PF11690.9	1
zzz	PF11691.9	1
zzz	PF11692.9	1
zzz	PF11694.9	1
zzz	PF11695.9	1
zzz	PF11696.9	1
zzz	PF11697.9	1
zzz	PF07957.12	1
zzz	PF11702.9	1
zzz	PF11730.9	1
zzz	PF11738.9	1
zzz	PF11736.9	1
zzz	PF11737.9	1
zzz	PF11743.9	1
zzz	PF11742.9	1
zzz	PF11746.9	1
zzz	PF11745.9	1
zzz	PF11749.9	1
zzz	PF11748.9	1
zzz	PF11750.9	1
zzz	PF11752.9	1
zzz	PF11753.9	1
zzz	PF11755.9	1
zzz	PF11769.9	1
zzz	PF11771.9	1
zzz	PF11777.9	1
zzz	PF11780.9	1
zzz	PF11782.9	1
zzz	PF11784.9	1
zzz	PF11795.9	1
zzz	PF11796.9	1
zzz	PF11797.9	1
zzz	PF11804.9	1
zzz	PF11805.9	1
zzz	PF11806.9	1
zzz	PF03891.16	1
zzz	PF11809.9	1
zzz	PF11811.9	1
zzz	PF11810.9	1
zzz	PF11812.9	1
zzz	PF11813.9	1
zzz	PF11814.9	1
zzz	PF11815.9	1
zzz	PF11816.9	1
zzz	PF11820.9	1
zzz	PF03904.14	1
zzz	PF11818.9	1
zzz	PF11821.9	1
zzz	PF11822.9	1
zzz	PF11823.9	1
zzz	PF11824.9	1
zzz	PF11826.9	1
zzz	PF11827.9	1
zzz	PF11828.9	1
zzz	PF11829.9	1
zzz	PF11830.9	1
zzz	PF11832.9	1
zzz	PF11837.9	1
zzz	PF11840.9	1
zzz	PF11841.9	1
zzz	PF11842.9	1
zzz	PF11843.9	1
zzz	PF11844.9	1
zzz	PF11845.9	1
zzz	PF11847.9	1
zzz	PF11848.9	1
zzz	PF11849.9	1
zzz	PF11850.9	1
zzz	PF11851.9	1
zzz	PF11852.9	1
zzz	PF11853.9	1
zzz	PF11855.9	1
zzz	PF11856.9	1
zzz	PF11857.9	1
zzz	PF11858.9	1
zzz	PF11859.9	1
zzz	PF11861.9	1
zzz	PF11862.9	1
zzz	PF11863.9	1
zzz	PF11864.9	1
zzz	PF11865.9	1
zzz	PF11866.9	1
zzz	PF11867.9	1
zzz	PF11868.9	1
zzz	PF11869.9	1
zzz	PF11870.9	1
zzz	PF11871.9	1
zzz	PF11872.9	1
zzz	PF11874.9	1
zzz	PF11875.9	1
zzz	PF11876.9	1
zzz	PF11877.9	1
zzz	PF11878.9	1
zzz	PF11879.9	1
zzz	PF11880.9	1
zzz	PF11882.9	1
zzz	PF11883.9	1
zzz	PF11884.9	1
zzz	PF11885.9	1
zzz	PF11888.9	1
zzz	PF11889.9	1
zzz	PF11890.9	1
zzz	PF11892.9	1
zzz	PF11893.9	1
zzz	PF11896.9	1
zzz	PF11897.9	1
zzz	PF11898.9	1
zzz	PF11899.9	1
zzz	PF11900.9	1
zzz	PF11901.9	1
zzz	PF11902.9	1
zzz	PF11905.9	1
zzz	PF11906.9	1
zzz	PF11907.9	1
zzz	PF11911.9	1
zzz	PF11912.9	1
zzz	PF11913.9	1
zzz	PF11914.9	1
zzz	PF11915.9	1
zzz	PF11917.9	1
zzz	PF11919.9	1
zzz	PF11920.9	1
zzz	PF11921.9	1
zzz	PF11922.9	1
zzz	PF11925.9	1
zzz	PF11926.9	1
zzz	PF11927.9	1
zzz	PF11928.9	1
zzz	PF11929.9	1
zzz	PF11931.9	1
zzz	PF11932.9	1
zzz	PF11934.9	1
zzz	PF11935.9	1
zzz	PF11936.9	1
zzz	PF11937.9	1
zzz	PF11938.9	1
zzz	PF11940.9	1
zzz	PF17432.3	1
zzz	PF11941.9	1
zzz	PF03984.14	1
zzz	PF11943.9	1
zzz	PF11944.9	1
zzz	PF11946.9	1
zzz	PF11947.9	1
zzz	PF11948.9	1
zzz	PF11949.9	1
zzz	PF11950.9	1
zzz	PF03988.13	1
zzz	PF11953.9	1
zzz	PF11954.9	1
zzz	PF11958.9	1
zzz	PF11959.9	1
zzz	PF11960.9	1
zzz	PF11961.9	1
zzz	PF11963.9	1
zzz	PF11965.9	1
zzz	PF03990.15	1
zzz	PF11979.9	1
zzz	PF11980.9	1
zzz	PF11981.9	1
zzz	PF11982.9	1
zzz	PF11983.9	1
zzz	PF11984.9	1
zzz	PF11985.9	1
zzz	PF11990.9	1
zzz	PF11992.9	1
zzz	PF11994.9	1
zzz	PF03993.13	1
zzz	PF11995.9	1
zzz	PF11996.9	1
zzz	PF11997.9	1
zzz	PF11998.9	1
zzz	PF12001.9	1
zzz	PF12004.9	1
zzz	PF12005.9	1
zzz	PF03994.15	1
zzz	PF12006.9	1
zzz	PF12007.9	1
zzz	PF12010.9	1
zzz	PF12012.9	1
zzz	PF12014.9	1
zzz	PF12015.9	1
zzz	PF12021.9	1
zzz	PF12022.9	1
zzz	PF12023.9	1
zzz	PF12024.9	1
zzz	PF12027.9	1
zzz	PF12028.9	1
zzz	PF12029.9	1
zzz	PF12030.9	1
zzz	PF12033.9	1
zzz	PF12034.9	1
zzz	PF12036.9	1
zzz	PF12037.9	1
zzz	PF12038.9	1
zzz	PF12039.9	1
zzz	PF12040.9	1
zzz	PF12043.9	1
zzz	PF12045.9	1
zzz	PF12048.9	1
zzz	PF12049.9	1
zzz	PF12051.9	1
zzz	PF12054.9	1
zzz	PF12055.9	1
zzz	PF12056.9	1
zzz	PF12058.9	1
zzz	PF04007.13	1
zzz	PF12059.9	1
zzz	PF12060.9	1
zzz	PF12063.9	1
zzz	PF12064.9	1
zzz	PF12065.9	1
zzz	PF12069.9	1
zzz	PF12071.9	1
zzz	PF12073.9	1
zzz	PF12077.9	1
zzz	PF12078.9	1
zzz	PF12079.9	1
zzz	PF04009.13	1
zzz	PF12083.9	1
zzz	PF12084.9	1
zzz	PF12085.9	1
zzz	PF12086.9	1
zzz	PF12087.9	1
zzz	PF12088.9	1
zzz	PF12089.9	1
zzz	PF12091.9	1
zzz	PF12092.9	1
zzz	PF04010.14	1
zzz	PF12094.9	1
zzz	PF12096.9	1
zzz	PF12097.9	1
zzz	PF12098.9	1
zzz	PF12099.9	1
zzz	PF12100.9	1
zzz	PF12101.9	1
zzz	PF12112.9	1
zzz	PF12117.9	1
zzz	PF12119.9	1
zzz	PF12126.9	1
zzz	PF12128.9	1
zzz	PF12130.9	1
zzz	PF12131.9	1
zzz	PF12132.9	1
zzz	PF12141.9	1
zzz	PF04019.13	1
zzz	PF12157.9	1
zzz	PF12158.9	1
zzz	PF12159.9	1
zzz	PF12200.9	1
zzz	PF12204.9	1
zzz	PF12206.9	1
zzz	PF12172.9	1
zzz	PF12207.9	1
zzz	PF12208.9	1
zzz	PF12223.9	1
zzz	PF12227.9	1
zzz	PF12228.9	1
zzz	PF12239.9	1
zzz	PF12244.9	1
zzz	PF12263.9	1
zzz	PF12268.9	1
zzz	PF12266.9	1
zzz	PF12267.9	1
zzz	PF12274.9	1
zzz	PF12275.9	1
zzz	PF12276.9	1
zzz	PF12277.9	1
zzz	PF12279.9	1
zzz	PF04015.13	1
zzz	PF12285.9	1
zzz	PF12286.9	1
zzz	PF12291.9	1
zzz	PF12292.9	1
zzz	PF12294.9	1
zzz	PF12299.9	1
zzz	PF12302.9	1
zzz	PF12305.9	1
zzz	PF12307.9	1
zzz	PF12311.9	1
zzz	PF12321.9	1
zzz	PF12331.9	1
zzz	PF12337.9	1
zzz	PF12340.9	1
zzz	PF04016.13	1
zzz	PF12342.9	1
zzz	PF12345.9	1
zzz	PF12182.9	1
zzz	PF12358.9	1
zzz	PF12359.9	1
zzz	PF12362.9	1
zzz	PF12364.9	1
zzz	PF12365.9	1
zzz	PF04033.13	1
zzz	PF12372.9	1
zzz	PF12375.9	1
zzz	PF12376.9	1
zzz	PF12392.9	1
zzz	PF12394.9	1
zzz	PF12395.9	1
zzz	PF12396.9	1
zzz	PF04017.13	1
zzz	PF12398.9	1
zzz	PF12401.9	1
zzz	PF12404.9	1
zzz	PF12406.9	1
zzz	PF12427.9	1
zzz	PF12408.9	1
zzz	PF12412.9	1
zzz	PF12416.9	1
zzz	PF12417.9	1
zzz	PF12419.9	1
zzz	PF12420.9	1
zzz	PF12421.9	1
zzz	PF12425.9	1
zzz	PF12426.9	1
zzz	PF12428.9	1
zzz	PF12429.9	1
zzz	PF12432.9	1
zzz	PF12435.9	1
zzz	PF12438.9	1
zzz	PF04018.14	1
zzz	PF12442.9	1
zzz	PF12446.9	1
zzz	PF12447.9	1
zzz	PF12449.9	1
zzz	PF12452.9	1
zzz	PF12458.9	1
zzz	PF12459.9	1
zzz	PF12461.9	1
zzz	PF12463.9	1
zzz	PF12469.9	1
zzz	PF12472.9	1
zzz	PF12473.9	1
zzz	PF12494.9	1
zzz	PF12476.9	1
zzz	PF12478.9	1
zzz	PF12479.9	1
zzz	PF12480.9	1
zzz	PF04025.13	1
zzz	PF12481.9	1
zzz	PF12482.9	1
zzz	PF12487.9	1
zzz	PF12488.9	1
zzz	PF12499.9	1
zzz	PF12501.9	1
zzz	PF12493.9	1
zzz	PF04027.14	1
zzz	PF12502.9	1
zzz	PF12505.9	1
zzz	PF12506.9	1
zzz	PF12509.9	1
zzz	PF12511.9	1
zzz	PF12512.9	1
zzz	PF12514.9	1
zzz	PF12516.9	1
zzz	PF12517.9	1
zzz	PF12518.9	1
zzz	PF12520.9	1
zzz	PF12521.9	1
zzz	PF12523.9	1
zzz	PF12525.9	1
zzz	PF12527.9	1
zzz	PF12526.9	1
zzz	PF04123.14	1
zzz	PF12530.9	1
zzz	PF12531.9	1
zzz	PF12532.9	1
zzz	PF12536.9	1
zzz	PF12540.9	1
zzz	PF12541.9	1
zzz	PF12543.9	1
zzz	PF12545.9	1
zzz	PF04028.14	1
zzz	PF12548.9	1
zzz	PF12552.9	1
zzz	PF12553.9	1
zzz	PF12558.9	1
zzz	PF12562.9	1
zzz	PF12565.9	1
zzz	PF12566.9	1
zzz	PF12570.9	1
zzz	PF12571.9	1
zzz	PF12572.9	1
zzz	PF12576.9	1
zzz	PF12579.9	1
zzz	PF12581.9	1
zzz	PF12582.9	1
zzz	PF12585.9	1
zzz	PF12586.9	1
zzz	PF12587.9	1
zzz	PF12591.9	1
zzz	PF12592.9	1
zzz	PF12594.9	1
zzz	PF12597.9	1
zzz	PF12599.9	1
zzz	PF12600.9	1
zzz	PF12603.9	1
zzz	PF12607.9	1
zzz	PF12609.9	1
zzz	PF12616.9	1
zzz	PF12618.9	1
zzz	PF12620.9	1
zzz	PF04070.13	1
zzz	PF12635.8	1
zzz	PF12636.8	1
zzz	PF12644.8	1
zzz	PF12646.8	1
zzz	PF12650.8	1
zzz	PF12653.8	1
zzz	PF12654.8	1
zzz	PF12655.8	1
zzz	PF12663.8	1
zzz	PF12664.8	1
zzz	PF12668.8	1
zzz	PF12670.8	1
zzz	PF12672.8	1
zzz	PF12673.8	1
