pfam_acc	evalue
zzz	PF08228.12	1
zzz	PF01900.20	1
zzz	PF00929.25	1
zzz	PF12072.9	1
zzz	PF11977.9	1
zzz	PF14626.7	1
zzz	PF08675.12	1
zzz	PF01877.18	1
zzz	PF03035.15	1
zzz	PF10258.10	1
zzz	PF00910.23	1
zzz	PF09414.11	1
zzz	PF09511.11	1
zzz	PF04252.14	1
zzz	PF00940.20	1
zzz	PF08203.12	1
zzz	PF08208.12	1
zzz	PF11705.9	1
zzz	PF01000.27	1
zzz	PF03118.16	1
zzz	PF16857.6	1
zzz	PF06870.13	1
zzz	PF04090.13	1
zzz	PF01193.25	1
zzz	PF13656.7	1
zzz	PF02150.17	1
zzz	PF01194.18	1
zzz	PF08292.13	1
zzz	PF06883.13	1
zzz	PF04997.13	1
zzz	PF00623.21	1
zzz	PF04983.19	1
zzz	PF05000.18	1
zzz	PF04998.18	1
zzz	PF04992.15	1
zzz	PF04990.13	1
zzz	PF05001.14	1
zzz	PF04563.16	1
zzz	PF04561.15	1
zzz	PF04565.17	1
zzz	PF04566.14	1
zzz	PF10385.10	1
zzz	PF04567.18	1
zzz	PF00562.29	1
zzz	PF04560.21	1
zzz	PF03874.17	1
zzz	PF01191.20	1
zzz	PF03871.15	1
zzz	PF01192.23	1
zzz	PF03870.16	1
zzz	PF16992.6	1
zzz	PF05158.13	1
zzz	PF05132.15	1
zzz	PF05645.14	1
zzz	PF12136.9	1
zzz	PF03431.14	1
zzz	PF00773.20	1
zzz	PF02508.15	1
zzz	PF15303.7	1
zzz	PF15926.6	1
zzz	PF13375.7	1
zzz	PF12647.8	1
zzz	PF14760.7	1
zzz	PF19034.1	1
zzz	PF15935.6	1
zzz	PF15933.6	1
zzz	PF18768.2	1
zzz	PF17975.2	1
zzz	PF08591.11	1
zzz	PF08343.11	1
zzz	PF03259.18	1
zzz	PF08477.14	1
zzz	PF10135.10	1
zzz	PF10493.10	1
zzz	PF15201.7	1
zzz	PF07073.13	1
zzz	PF10259.10	1
zzz	PF00480.21	1
zzz	PF08067.12	1
zzz	PF02027.18	1
zzz	PF18106.2	1
zzz	PF10247.10	1
zzz	PF12334.9	1
zzz	PF15035.7	1
zzz	PF06830.12	1
zzz	PF01815.17	1
zzz	PF05082.14	1
zzz	PF18386.2	1
zzz	PF10727.10	1
zzz	PF05443.12	1
zzz	PF10681.10	1
zzz	PF00639.22	1
zzz	PF13145.7	1
zzz	PF13616.7	1
zzz	PF12289.9	1
zzz	PF06929.12	1
zzz	PF05868.12	1
zzz	PF00980.18	1
zzz	PF01525.17	1
zzz	PF02509.15	1
zzz	PF00981.18	1
zzz	PF04866.13	1
zzz	PF01665.17	1
zzz	PF01452.17	1
zzz	PF05087.13	1
zzz	PF17477.3	1
zzz	PF06020.12	1
zzz	PF08633.11	1
zzz	PF03428.14	1
zzz	PF11800.9	1
zzz	PF12042.9	1
zzz	PF17542.3	1
zzz	PF17460.3	1
zzz	PF10134.10	1
zzz	PF17875.2	1
zzz	PF08620.11	1
zzz	PF08621.11	1
zzz	PF04181.14	1
zzz	PF13877.7	1
zzz	PF08784.12	1
zzz	PF14768.7	1
zzz	PF14767.7	1
zzz	PF14766.7	1
zzz	PF03055.16	1
zzz	PF02755.16	1
zzz	PF18111.2	1
zzz	PF08579.12	1
zzz	PF16550.6	1
zzz	PF18051.2	1
zzz	PF17781.2	1
zzz	PF18004.2	1
zzz	PF08375.12	1
zzz	PF18098.2	1
zzz	PF18503.2	1
zzz	PF18055.2	1
zzz	PF10602.10	1
zzz	PF18261.2	1
zzz	PF12415.9	1
zzz	PF12410.9	1
zzz	PF14700.7	1
zzz	PF12328.9	1
zzz	PF04032.17	1
zzz	PF17067.6	1
zzz	PF13446.7	1
zzz	PF05659.12	1
zzz	PF09382.11	1
zzz	PF03737.16	1
zzz	PF06877.12	1
zzz	PF01765.20	1
zzz	PF02082.21	1
zzz	PF12614.9	1
zzz	PF17068.6	1
zzz	PF10378.10	1
zzz	PF00076.23	1
zzz	PF04059.13	1
zzz	PF08777.12	1
zzz	PF10598.10	1
zzz	PF13893.7	1
zzz	PF16367.6	1
zzz	PF11835.9	1
zzz	PF18444.2	1
zzz	PF15628.7	1
zzz	PF16842.6	1
zzz	PF17799.2	1
zzz	PF05327.12	1
zzz	PF10214.10	1
zzz	PF10680.10	1
zzz	PF00398.21	1
zzz	PF06962.13	1
zzz	PF13234.7	1
zzz	PF08524.12	1
zzz	PF15459.7	1
zzz	PF07890.13	1
zzz	PF06102.13	1
zzz	PF18311.2	1
zzz	PF17216.4	1
zzz	PF17215.4	1
zzz	PF12923.8	1
zzz	PF04939.13	1
zzz	PF17075.6	1
zzz	PF14239.7	1
zzz	PF06459.13	1
zzz	PF08071.13	1
zzz	PF14615.7	1
zzz	PF19198.1	1
zzz	PF14361.7	1
zzz	PF08678.11	1
zzz	PF08673.11	1
zzz	PF16294.6	1
zzz	PF08586.11	1
zzz	PF07547.14	1
zzz	PF16751.6	1
zzz	PF04353.14	1
zzz	PF03873.14	1
zzz	PF03872.14	1
zzz	PF04246.13	1
zzz	PF14876.7	1
zzz	PF02410.16	1
zzz	PF03193.17	1
zzz	PF16745.6	1
zzz	PF12791.8	1
zzz	PF10099.10	1
zzz	PF08600.11	1
zzz	PF09243.11	1
zzz	PF17126.6	1
zzz	PF04378.14	1
zzz	PF02714.16	1
zzz	PF13967.7	1
zzz	PF17069.6	1
zzz	PF11757.9	1
zzz	PF12174.9	1
zzz	PF03113.15	1
zzz	PF04479.14	1
zzz	PF06361.12	1
zzz	PF06216.12	1
zzz	PF01137.22	1
zzz	PF14474.7	1
zzz	PF01139.18	1
zzz	PF06956.12	1
zzz	PF05189.14	1
zzz	PF09357.11	1
zzz	PF04641.13	1
zzz	PF02334.17	1
zzz	PF10363.10	1
zzz	PF10304.10	1
zzz	PF07809.12	1
zzz	PF09510.11	1
zzz	PF08512.13	1
zzz	PF18215.2	1
zzz	PF16770.6	1
zzz	PF16771.6	1
zzz	PF14726.7	1
zzz	PF02382.16	1
zzz	PF07634.12	1
zzz	PF08339.11	1
zzz	PF17917.2	1
zzz	PF17919.2	1
zzz	PF05750.12	1
zzz	PF05748.12	1
zzz	PF05749.12	1
zzz	PF09273.12	1
zzz	PF18087.2	1
zzz	PF00016.21	1
zzz	PF02788.17	1
zzz	PF00101.21	1
zzz	PF12601.9	1
zzz	PF00301.21	1
zzz	PF18073.2	1
zzz	PF18267.2	1
zzz	PF02915.18	1
zzz	PF02759.20	1
zzz	PF00853.20	1
zzz	PF08504.12	1
zzz	PF05866.12	1
zzz	PF07499.14	1
zzz	PF01330.22	1
zzz	PF05491.14	1
zzz	PF05496.13	1
zzz	PF02075.18	1
zzz	PF18516.2	1
zzz	PF18541.2	1
zzz	PF03652.16	1
zzz	PF18993.1	1
zzz	PF18367.2	1
zzz	PF00665.27	1
zzz	PF13333.7	1
zzz	PF13683.7	1
zzz	PF00077.21	1
zzz	PF08284.12	1
zzz	PF00078.28	1
zzz	PF07727.15	1
zzz	PF13456.7	1
zzz	PF06815.14	1
zzz	PF13655.7	1
zzz	PF06817.15	1
zzz	PF05773.23	1
zzz	PF02042.16	1
zzz	PF16810.6	1
zzz	PF18634.2	1
zzz	PF08595.12	1
zzz	PF08642.11	1
zzz	PF18052.2	1
zzz	PF01365.22	1
zzz	PF02026.17	1
zzz	PF06085.12	1
zzz	PF05526.12	1
zzz	PF02773.17	1
zzz	PF02772.17	1
zzz	PF00438.21	1
zzz	PF05756.12	1
zzz	PF07752.12	1
zzz	PF18316.2	1
zzz	PF02574.17	1
zzz	PF00575.24	1
zzz	PF14444.7	1
zzz	PF02265.17	1
zzz	PF15427.7	1
zzz	PF03501.16	1
zzz	PF06756.12	1
zzz	PF04689.14	1
zzz	PF13509.7	1
zzz	PF10937.9	1
zzz	PF01479.26	1
zzz	PF07422.14	1
zzz	PF13275.7	1
zzz	PF15676.6	1
zzz	PF05116.14	1
zzz	PF08472.11	1
zzz	PF16470.6	1
zzz	PF00277.19	1
zzz	PF04382.14	1
zzz	PF18304.2	1
zzz	PF12209.9	1
zzz	PF03399.17	1
zzz	PF04455.13	1
zzz	PF16653.6	1
zzz	PF03435.19	1
zzz	PF07738.14	1
zzz	PF02182.18	1
zzz	PF08573.11	1
zzz	PF08666.13	1
zzz	PF09460.11	1
zzz	PF17073.6	1
zzz	PF18303.2	1
zzz	PF04092.14	1
zzz	PF12767.8	1
zzz	PF01259.19	1
zzz	PF12115.9	1
zzz	PF09506.11	1
zzz	PF19227.1	1
zzz	PF10806.9	1
zzz	PF16568.6	1
zzz	PF05924.12	1
zzz	PF00536.31	1
zzz	PF07647.18	1
zzz	PF18016.2	1
zzz	PF18017.2	1
zzz	PF01887.17	1
zzz	PF01536.17	1
zzz	PF18255.2	1
zzz	PF18609.2	1
zzz	PF13543.7	1
zzz	PF01698.17	1
zzz	PF04445.14	1
zzz	PF02198.17	1
zzz	PF09235.11	1
zzz	PF01342.22	1
zzz	PF09133.11	1
zzz	PF16282.6	1
zzz	PF02037.28	1
zzz	PF16014.6	1
zzz	PF06487.13	1
zzz	PF15476.7	1
zzz	PF13867.7	1
zzz	PF02199.16	1
zzz	PF05184.16	1
zzz	PF03489.18	1
zzz	PF07277.12	1
zzz	PF16560.6	1
zzz	PF16722.6	1
zzz	PF04499.16	1
zzz	PF18953.1	1
zzz	PF03058.15	1
zzz	PF11409.9	1
zzz	PF06682.13	1
zzz	PF04790.14	1
zzz	PF05510.14	1
zzz	PF05366.12	1
zzz	PF15385.7	1
zzz	PF12383.9	1
zzz	PF03343.14	1
zzz	PF16531.6	1
zzz	PF09368.11	1
zzz	PF04000.16	1
zzz	PF15460.7	1
zzz	PF18594.2	1
zzz	PF03629.19	1
zzz	PF17041.6	1
zzz	PF00269.21	1
zzz	PF04259.15	1
zzz	PF15160.7	1
zzz	PF16073.6	1
zzz	PF06426.15	1
zzz	PF16264.6	1
zzz	PF17485.3	1
zzz	PF06106.12	1
zzz	PF18145.2	1
zzz	PF11561.9	1
zzz	PF16719.6	1
zzz	PF10340.10	1
zzz	PF10260.10	1
zzz	PF18167.2	1
zzz	PF06739.12	1
zzz	PF13558.7	1
zzz	PF12320.9	1
zzz	PF17882.2	1
zzz	PF01172.19	1
zzz	PF09377.11	1
zzz	PF07005.12	1
zzz	PF17076.6	1
zzz	PF01758.17	1
zzz	PF12335.9	1
zzz	PF13593.7	1
zzz	PF11621.9	1
zzz	PF05992.13	1
zzz	PF03110.15	1
zzz	PF05694.12	1
zzz	PF01547.26	1
zzz	PF07596.12	1
zzz	PF13531.7	1
zzz	PF00497.21	1
zzz	PF00496.23	1
zzz	PF13343.7	1
zzz	PF13416.7	1
zzz	PF18058.2	1
zzz	PF05982.13	1
zzz	PF08313.13	1
zzz	PF16711.6	1
zzz	PF16709.6	1
zzz	PF17684.2	1
zzz	PF16712.6	1
zzz	PF17200.5	1
zzz	PF17203.5	1
zzz	PF17202.5	1
zzz	PF09984.10	1
zzz	PF16736.6	1
zzz	PF11418.9	1
zzz	PF12070.9	1
zzz	PF04144.14	1
zzz	PF02023.18	1
zzz	PF16501.6	1
zzz	PF04405.15	1
zzz	PF02404.16	1
zzz	PF02667.15	1
zzz	PF09856.10	1
zzz	PF04486.13	1
zzz	PF10148.10	1
zzz	PF13165.7	1
zzz	PF15050.7	1
zzz	PF05463.12	1
zzz	PF10384.10	1
zzz	PF15805.6	1
zzz	PF02630.15	1
zzz	PF05483.13	1
zzz	PF14428.7	1
zzz	PF02036.18	1
zzz	PF13530.7	1
zzz	PF05229.16	1
zzz	PF17844.2	1
zzz	PF03803.16	1
zzz	PF15224.7	1
zzz	PF06876.13	1
zzz	PF10261.10	1
zzz	PF18312.2	1
zzz	PF17619.3	1
zzz	PF02982.15	1
zzz	PF08970.11	1
zzz	PF05285.13	1
zzz	PF13019.7	1
zzz	PF00375.19	1
zzz	PF03937.17	1
zzz	PF03313.16	1
zzz	PF03315.16	1
zzz	PF18317.2	1
zzz	PF01127.23	1
zzz	PF01972.17	1
zzz	PF06977.12	1
zzz	PF17418.3	1
zzz	PF13630.7	1
zzz	PF12278.9	1
zzz	PF17210.4	1
zzz	PF10425.10	1
zzz	PF08598.12	1
zzz	PF08491.11	1
zzz	PF12390.9	1
zzz	PF01390.21	1
zzz	PF07322.12	1
zzz	PF07407.12	1
zzz	PF07387.12	1
zzz	PF15432.7	1
zzz	PF02810.16	1
zzz	PF00995.24	1
zzz	PF07393.12	1
zzz	PF04091.13	1
zzz	PF12932.8	1
zzz	PF12931.8	1
zzz	PF12935.8	1
zzz	PF03908.14	1
zzz	PF08033.13	1
zzz	PF04815.16	1
zzz	PF04811.16	1
zzz	PF06428.12	1
zzz	PF15277.7	1
zzz	PF11549.9	1
zzz	PF04136.16	1
zzz	PF08314.12	1
zzz	PF09763.10	1
zzz	PF15278.7	1
zzz	PF15469.7	1
zzz	PF06046.14	1
zzz	PF03911.17	1
zzz	PF03839.17	1
zzz	PF02889.17	1
zzz	PF09802.10	1
zzz	PF01369.21	1
zzz	PF12783.8	1
zzz	PF04048.15	1
zzz	PF17521.3	1
zzz	PF07517.15	1
zzz	PF01043.21	1
zzz	PF07516.14	1
zzz	PF02556.15	1
zzz	PF13721.7	1
zzz	PF02355.17	1
zzz	PF00584.21	1
zzz	PF03840.15	1
zzz	PF05364.15	1
zzz	PF06558.13	1
zzz	PF00263.22	1
zzz	PF03958.18	1
zzz	PF07655.14	1
zzz	PF05281.12	1
zzz	PF04856.14	1
zzz	PF00344.21	1
zzz	PF07549.15	1
zzz	PF04628.14	1
zzz	PF14797.7	1
zzz	PF15357.7	1
zzz	PF06443.12	1
zzz	PF08357.12	1
zzz	PF06775.15	1
zzz	PF08238.13	1
zzz	PF03841.14	1
zzz	PF09105.11	1
zzz	PF09106.12	1
zzz	PF09107.12	1
zzz	PF11524.9	1
zzz	PF06936.12	1
zzz	PF05938.12	1
zzz	PF10961.9	1
zzz	PF04593.15	1
zzz	PF04592.15	1
zzz	PF01641.19	1
zzz	PF04328.14	1
zzz	PF01403.20	1
zzz	PF05474.12	1
zzz	PF01118.25	1
zzz	PF02774.19	1
zzz	PF09631.11	1
zzz	PF12726.8	1
zzz	PF06911.13	1
zzz	PF04520.14	1
zzz	PF13796.7	1
zzz	PF13755.7	1
zzz	PF14577.7	1
zzz	PF14576.7	1
zzz	PF08059.14	1
zzz	PF08806.12	1
zzz	PF17080.6	1
zzz	PF04472.13	1
zzz	PF06622.12	1
zzz	PF18006.2	1
zzz	PF05889.14	1
zzz	PF00735.19	1
zzz	PF13845.7	1
zzz	PF06066.12	1
zzz	PF03925.14	1
zzz	PF17206.4	1
zzz	PF05482.13	1
zzz	PF04360.13	1
zzz	PF06873.12	1
zzz	PF03348.16	1
zzz	PF08824.11	1
zzz	PF03383.16	1
zzz	PF00079.21	1
zzz	PF05540.12	1
zzz	PF12066.9	1
zzz	PF06031.14	1
zzz	PF00273.21	1
zzz	PF02403.23	1
zzz	PF06821.14	1
zzz	PF17107.6	1
zzz	PF17046.6	1
zzz	PF00856.29	1
zzz	PF11767.9	1
zzz	PF08138.12	1
zzz	PF06705.12	1
zzz	PF16275.6	1
zzz	PF16835.6	1
zzz	PF16837.6	1
zzz	PF12108.9	1
zzz	PF08920.11	1
zzz	PF07189.12	1
zzz	PF08457.11	1
zzz	PF10638.10	1
zzz	PF11139.9	1
zzz	PF03749.14	1
zzz	PF17746.2	1
zzz	PF15210.7	1
zzz	PF03820.18	1
zzz	PF18329.2	1
zzz	PF08209.12	1
zzz	PF18519.2	1
zzz	PF15467.7	1
zzz	PF08450.13	1
zzz	PF19040.1	1
zzz	PF18873.1	1
zzz	PF17228.3	1
zzz	PF12793.8	1
zzz	PF15894.6	1
zzz	PF05002.16	1
zzz	PF07093.12	1
zzz	PF16546.6	1
zzz	PF01445.18	1
zzz	PF00017.25	1
zzz	PF14633.7	1
zzz	PF16609.6	1
zzz	PF16618.6	1
zzz	PF04908.16	1
zzz	PF05276.15	1
zzz	PF00018.29	1
zzz	PF17902.2	1
zzz	PF18103.2	1
zzz	PF18129.2	1
zzz	PF18335.2	1
zzz	PF18343.2	1
zzz	PF18346.2	1
zzz	PF18348.2	1
zzz	PF18350.2	1
zzz	PF18354.2	1
zzz	PF18597.2	1
zzz	PF07653.18	1
zzz	PF08239.12	1
zzz	PF06347.14	1
zzz	PF08460.11	1
zzz	PF12913.8	1
zzz	PF12914.8	1
zzz	PF14604.7	1
zzz	PF14999.7	1
zzz	PF11601.9	1
zzz	PF16764.6	1
zzz	PF03983.13	1
zzz	PF11435.9	1
zzz	PF17078.6	1
zzz	PF05546.12	1
zzz	PF06128.12	1
zzz	PF01488.21	1
zzz	PF08501.12	1
zzz	PF07004.13	1
zzz	PF18655.2	1
zzz	PF13908.7	1
zzz	PF01549.25	1
zzz	PF03865.14	1
zzz	PF00464.20	1
zzz	PF10516.10	1
zzz	PF09851.10	1
zzz	PF03579.14	1
zzz	PF04925.16	1
zzz	PF06650.13	1
zzz	PF08229.12	1
zzz	PF02491.21	1
zzz	PF03876.18	1
zzz	PF04917.13	1
zzz	PF07557.12	1
zzz	PF07558.12	1
zzz	PF17512.3	1
zzz	PF09032.12	1
zzz	PF09264.11	1
zzz	PF02973.17	1
zzz	PF03482.14	1
zzz	PF12887.8	1
zzz	PF12878.8	1
zzz	PF12879.8	1
zzz	PF09119.11	1
zzz	PF11778.9	1
zzz	PF13965.7	1
zzz	PF17204.4	1
zzz	PF18219.2	1
zzz	PF12252.9	1
zzz	PF19049.1	1
zzz	PF19048.1	1
zzz	PF14163.7	1
zzz	PF06767.12	1
zzz	PF00158.27	1
zzz	PF14532.7	1
zzz	PF00309.21	1
zzz	PF04963.14	1
zzz	PF04552.14	1
zzz	PF07638.12	1
zzz	PF04546.14	1
zzz	PF03979.15	1
zzz	PF00140.21	1
zzz	PF04542.15	1
zzz	PF04539.17	1
zzz	PF04545.17	1
zzz	PF08281.13	1
zzz	PF02454.17	1
zzz	PF03084.15	1
zzz	PF17453.3	1
zzz	PF13791.7	1
zzz	PF13800.7	1
zzz	PF05769.12	1
zzz	PF16782.6	1
zzz	PF03842.14	1
zzz	PF04402.15	1
zzz	PF06621.13	1
zzz	PF05422.13	1
zzz	PF16979.6	1
zzz	PF16879.6	1
zzz	PF08295.13	1
zzz	PF03145.17	1
zzz	PF08671.11	1
zzz	PF04801.14	1
zzz	PF04954.14	1
zzz	PF04938.13	1
zzz	PF09052.11	1
zzz	PF17985.2	1
zzz	PF05565.12	1
zzz	PF14594.7	1
zzz	PF05709.12	1
zzz	PF11603.9	1
zzz	PF02146.18	1
zzz	PF13289.7	1
zzz	PF16991.6	1
zzz	PF10747.10	1
zzz	PF04247.13	1
zzz	PF14823.7	1
zzz	PF14824.7	1
zzz	PF01380.23	1
zzz	PF13580.7	1
zzz	PF15330.7	1
zzz	PF05458.13	1
zzz	PF16878.6	1
zzz	PF07160.13	1
zzz	PF16740.6	1
zzz	PF08693.11	1
zzz	PF01202.23	1
zzz	PF17911.2	1
zzz	PF17751.2	1
zzz	PF02731.16	1
zzz	PF02437.18	1
zzz	PF03935.16	1
zzz	PF01466.20	1
zzz	PF03931.16	1
zzz	PF03530.15	1
zzz	PF17618.3	1
zzz	PF03595.18	1
zzz	PF15301.7	1
zzz	PF06214.12	1
zzz	PF18181.2	1
zzz	PF18183.2	1
zzz	PF18184.2	1
zzz	PF18186.2	1
zzz	PF18160.2	1
zzz	PF18169.2	1
zzz	PF18142.2	1
zzz	PF10531.10	1
zzz	PF15247.7	1
zzz	PF03522.16	1
zzz	PF18405.2	1
zzz	PF06027.13	1
zzz	PF16028.6	1
zzz	PF08639.11	1
zzz	PF18523.2	1
zzz	PF05916.12	1
zzz	PF16922.6	1
zzz	PF18596.2	1
zzz	PF18636.2	1
zzz	PF12140.9	1
zzz	PF00395.21	1
zzz	PF09111.11	1
zzz	PF16818.6	1
zzz	PF03843.14	1
zzz	PF03217.15	1
zzz	PF07333.13	1
zzz	PF14611.7	1
zzz	PF01464.21	1
zzz	PF13406.7	1
zzz	PF18896.1	1
zzz	PF02258.17	1
zzz	PF14718.7	1
zzz	PF11708.9	1
zzz	PF09494.11	1
zzz	PF15341.7	1
zzz	PF12485.9	1
zzz	PF04102.13	1
zzz	PF14438.7	1
zzz	PF09057.11	1
zzz	PF17411.3	1
zzz	PF15127.7	1
zzz	PF15477.7	1
zzz	PF16785.6	1
zzz	PF06470.14	1
zzz	PF02463.20	1
zzz	PF07574.14	1
zzz	PF02616.15	1
zzz	PF04079.17	1
zzz	PF15785.6	1
zzz	PF17229.3	1
zzz	PF03467.16	1
zzz	PF10220.10	1
zzz	PF09346.11	1
zzz	PF17307.3	1
zzz	PF04802.16	1
zzz	PF06003.13	1
zzz	PF17885.2	1
zzz	PF18144.2	1
zzz	PF12510.9	1
zzz	PF04927.13	1
zzz	PF04355.14	1
zzz	PF01668.19	1
zzz	PF10144.10	1
zzz	PF18696.2	1
zzz	PF17047.6	1
zzz	PF01713.22	1
zzz	PF15181.7	1
zzz	PF18615.2	1
zzz	PF16243.6	1
zzz	PF06695.12	1
zzz	PF14619.7	1
zzz	PF18744.2	1
zzz	PF18745.2	1
zzz	PF18749.2	1
zzz	PF18750.2	1
zzz	PF14938.7	1
zzz	PF00835.20	1
zzz	PF15497.7	1
zzz	PF11035.9	1
zzz	PF09808.10	1
zzz	PF14712.7	1
zzz	PF05739.20	1
zzz	PF09335.12	1
zzz	PF00565.18	1
zzz	PF16700.6	1
zzz	PF00209.19	1
zzz	PF08455.11	1
zzz	PF00176.24	1
zzz	PF04855.13	1
zzz	PF03357.22	1
zzz	PF09051.11	1
zzz	PF09050.11	1
zzz	PF09049.11	1
zzz	PF01174.20	1
zzz	PF07366.13	1
zzz	PF12680.8	1
zzz	PF13474.7	1
zzz	PF13577.7	1
zzz	PF08648.13	1
zzz	PF19097.1	1
zzz	PF07192.12	1
zzz	PF11538.9	1
zzz	PF18116.2	1
zzz	PF16533.6	1
zzz	PF15279.7	1
zzz	PF16855.6	1
zzz	PF12610.9	1
zzz	PF07525.17	1
zzz	PF16848.6	1
zzz	PF00080.21	1
zzz	PF02777.19	1
zzz	PF00081.23	1
zzz	PF09055.12	1
zzz	PF04158.15	1
zzz	PF10428.10	1
zzz	PF11365.9	1
zzz	PF03619.17	1
zzz	PF01033.18	1
zzz	PF03002.16	1
zzz	PF17081.6	1
zzz	PF13981.7	1
zzz	PF13979.7	1
zzz	PF18090.2	1
zzz	PF11047.9	1
zzz	PF07487.14	1
zzz	PF07682.12	1
zzz	PF02208.17	1
zzz	PF09666.11	1
zzz	PF04203.14	1
zzz	PF15902.6	1
zzz	PF15901.6	1
zzz	PF03700.14	1
zzz	PF01680.18	1
zzz	PF15925.6	1
zzz	PF17079.6	1
zzz	PF04832.13	1
zzz	PF12067.9	1
zzz	PF04267.13	1
zzz	PF06525.12	1
zzz	PF04268.13	1
zzz	PF12336.9	1
zzz	PF13501.7	1
zzz	PF08770.12	1
zzz	PF12444.9	1
zzz	PF14313.7	1
zzz	PF17806.2	1
zzz	PF03014.15	1
zzz	PF16504.6	1
zzz	PF07354.13	1
zzz	PF08616.11	1
zzz	PF18218.2	1
zzz	PF17802.2	1
zzz	PF15307.7	1
zzz	PF15120.7	1
zzz	PF16077.6	1
zzz	PF02090.16	1
zzz	PF02510.15	1
zzz	PF07458.13	1
zzz	PF10591.10	1
zzz	PF19160.1	1
zzz	PF11881.9	1
zzz	PF13186.7	1
zzz	PF15212.7	1
zzz	PF15743.6	1
zzz	PF15175.7	1
zzz	PF15218.7	1
zzz	PF15662.6	1
zzz	PF15073.7	1
zzz	PF14909.7	1
zzz	PF15824.6	1
zzz	PF14649.7	1
zzz	PF15256.7	1
zzz	PF07780.13	1
zzz	PF18520.2	1
zzz	PF06645.14	1
zzz	PF04573.13	1
zzz	PF08286.12	1
zzz	PF06703.12	1
zzz	PF17082.6	1
zzz	PF11544.9	1
zzz	PF08317.12	1
zzz	PF15577.7	1
zzz	PF15402.7	1
zzz	PF05122.14	1
zzz	PF03771.17	1
zzz	PF15795.6	1
zzz	PF10136.10	1
zzz	PF18680.2	1
zzz	PF00435.22	1
zzz	PF18373.2	1
zzz	PF16650.6	1
zzz	PF15670.6	1
zzz	PF15059.7	1
zzz	PF15058.7	1
zzz	PF01564.18	1
zzz	PF17284.3	1
zzz	PF08250.12	1
zzz	PF05324.14	1
zzz	PF15754.6	1
zzz	PF15171.7	1
zzz	PF17325.3	1
zzz	PF14764.7	1
zzz	PF05541.13	1
zzz	PF12138.9	1
zzz	PF15678.6	1
zzz	PF11260.9	1
zzz	PF16763.6	1
zzz	PF17072.6	1
zzz	PF02513.18	1
zzz	PF08234.13	1
zzz	PF05215.14	1
zzz	PF04435.19	1
zzz	PF11132.9	1
zzz	PF17950.2	1
zzz	PF08769.12	1
zzz	PF07070.12	1
zzz	PF03533.15	1
zzz	PF05032.13	1
zzz	PF19225.1	1
zzz	PF08631.11	1
zzz	PF03907.14	1
zzz	PF15407.7	1
zzz	PF14689.7	1
zzz	PF14682.7	1
zzz	PF07744.14	1
zzz	PF11964.9	1
zzz	PF08486.11	1
zzz	PF07228.13	1
zzz	PF06686.12	1
zzz	PF12685.8	1
zzz	PF12116.9	1
zzz	PF01944.18	1
zzz	PF07454.12	1
zzz	PF14171.7	1
zzz	PF14185.7	1
zzz	PF06468.14	1
zzz	PF09388.11	1
zzz	PF05036.14	1
zzz	PF11122.9	1
zzz	PF10612.10	1
zzz	PF14153.7	1
zzz	PF10957.9	1
zzz	PF05504.12	1
zzz	PF09671.11	1
zzz	PF09548.11	1
zzz	PF09546.11	1
zzz	PF09581.11	1
zzz	PF09551.11	1
zzz	PF09547.11	1
zzz	PF03845.14	1
zzz	PF09575.11	1
zzz	PF09578.11	1
zzz	PF14147.7	1
zzz	PF09580.11	1
zzz	PF09577.11	1
zzz	PF09579.11	1
zzz	PF14034.7	1
zzz	PF09560.11	1
zzz	PF05642.12	1
zzz	PF12164.9	1
zzz	PF07084.13	1
zzz	PF02590.18	1
zzz	PF14419.7	1
zzz	PF00588.20	1
zzz	PF12105.9	1
zzz	PF08032.13	1
zzz	PF08183.12	1
zzz	PF13782.7	1
zzz	PF03862.14	1
zzz	PF07451.12	1
zzz	PF14097.7	1
zzz	PF04026.13	1
zzz	PF14069.7	1
zzz	PF04293.14	1
zzz	PF04232.13	1
zzz	PF15714.6	1
zzz	PF06550.12	1
zzz	PF07448.12	1
zzz	PF15356.7	1
zzz	PF12118.9	1
zzz	PF14349.7	1
zzz	PF13573.7	1
zzz	PF05210.14	1
zzz	PF14820.7	1
zzz	PF10263.10	1
zzz	PF00622.29	1
zzz	PF08644.12	1
zzz	PF08243.12	1
zzz	PF12090.9	1
zzz	PF06093.14	1
zzz	PF17734.2	1
zzz	PF03439.14	1
zzz	PF11942.9	1
zzz	PF14632.7	1
zzz	PF11779.9	1
zzz	PF18033.2	1
zzz	PF03539.15	1
zzz	PF03534.14	1
zzz	PF05563.13	1
zzz	PF03779.15	1
zzz	PF03105.20	1
zzz	PF11357.9	1
zzz	PF08999.11	1
zzz	PF16845.6	1
zzz	PF13243.7	1
zzz	PF13249.7	1
zzz	PF00494.20	1
zzz	PF00299.19	1
zzz	PF10500.10	1
zzz	PF13790.7	1
zzz	PF18491.2	1
zzz	PF07304.12	1
zzz	PF02586.15	1
zzz	PF08832.11	1
zzz	PF00530.19	1
zzz	PF15494.7	1
zzz	PF03125.19	1
zzz	PF00319.19	1
zzz	PF07520.12	1
zzz	PF02118.22	1
zzz	PF08236.12	1
zzz	PF04086.14	1
zzz	PF02290.16	1
zzz	PF01922.18	1
zzz	PF00660.18	1
zzz	PF05022.13	1
zzz	PF00448.23	1
